nome,url,preço,local,hora,data
Moto c plus,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-c-plus-658254903?xtmc=celular&xtnp=10&xtcr=23,R$ 250,"Rio de Janeiro, Cavalcanti",18:43,Ontem
Moto G7 play,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-g7-play-658157487?xtmc=celular&xtnp=10&xtcr=24,R$ 800,"Rio de Janeiro, Olaria",13:24,Ontem
Relógio smart A1,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/relogio-smart-a1-658156993?xtmc=celular&xtnp=10&xtcr=25,R$ 90,"Rio de Janeiro, Ramos",13:23,Ontem
IPhone 6s 64 gb em bom estado,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6s-64-gb-em-bom-estado-658254012?xtmc=celular&xtnp=10&xtcr=26,R$ 850,"Rio de Janeiro, Méier",18:39,Ontem
Redmi Airdots,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/redmi-airdots-658207732?xtmc=celular&xtnp=10&xtcr=27,R$ 100,"Rio de Janeiro, Cordovil",15:59,Ontem
Celular samsung,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/celular-samsung-658253383?xtmc=celular&xtnp=10&xtcr=28,R$ 230,"Rio de Janeiro, Méier",18:36,Ontem
Celular Multilaser,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/celular-multilaser-658206028?xtmc=celular&xtnp=10&xtcr=29,R$ 70,"Rio de Janeiro, Vila Isabel",15:53,Ontem
S7 edge,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/s7-edge-658252314?xtmc=celular&xtnp=10&xtcr=30,R$ 350,"Rio de Janeiro, Inhaúma",18:32,Ontem
"Iphone 7 extremamente bem conservado, sem arranhões",https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-extremamente-bem-conservado-sem-arranhoes-658153808?xtmc=celular&xtnp=10&xtcr=31,R$ 2.000,"Rio de Janeiro, Engenho Novo",13:14,Ontem
Galaxy J3,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/galaxy-j3-658249757?xtmc=celular&xtnp=10&xtcr=32,R$ 200,"Rio de Janeiro, Vilar dos Teles",18:28,Ontem
IPhone 7 32GB Prata semi novo loja física,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-32gb-prata-semi-novo-loja-fisica-658249440?xtmc=celular&xtnp=10&xtcr=33,R$ 1.550,"Rio de Janeiro, Todos os Santos",18:28,Ontem
Carregador de iPhone,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/carregador-de-iphone-658152359?xtmc=celular&xtnp=10&xtcr=34,R$ 50,"Rio de Janeiro, Bento Ribeiro",13:11,Ontem
Samsung A8 64 gigas,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-a8-64-gigas-658248145?xtmc=celular&xtnp=10&xtcr=35,R$ 800,"Rio de Janeiro, Anchieta",18:26,Ontem
Samsung j7,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-j7-658204269?xtmc=celular&xtnp=10&xtcr=36,R$ 200,"Rio de Janeiro, Ramos",15:47,Ontem
Samsung galaxy j2 prime c tv,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-galaxy-j2-prime-c-tv-658150858?xtmc=celular&xtnp=10&xtcr=37,R$ 220,"Rio de Janeiro, Engenho da Rainha",13:07,Ontem
V. Case para Moto G7/G7 plus,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/v-case-para-moto-g7-g7-plus-658150849?xtmc=celular&xtnp=10&xtcr=38,R$ 100,"Rio de Janeiro, Vila da Penha",13:07,Ontem
Adaptador Original Motorola p3 para plugar fones de ouvido p2,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/adaptador-original-motorola-p3-para-plugar-fones-de-ouvido-p2-658203104?xtmc=celular&xtnp=10&xtcr=39,R$ 15,"Rio de Janeiro, Tijuca",15:42,Ontem
IPhone 7 Plus 128 gb baixei pra vender hoje leia !,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-plus-128-gb-baixei-pra-vender-hoje-leia-658150181?xtmc=celular&xtnp=10&xtcr=40,R$ 1.900,"Rio de Janeiro, Méier",13:05,Ontem
Moto z2 play novo,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-z2-play-novo-658245502?xtmc=celular&xtnp=10&xtcr=41,R$ 700,"Rio de Janeiro, Pavuna",18:20,Ontem
FONE MOTO G7 Muito Alto (R$50),https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/fone-moto-g7-muito-alto-r-50-658150077?xtmc=celular&xtnp=10&xtcr=42,R$ 50,"Rio de Janeiro, Grajaú",13:04,Ontem
Relógio Smart A1 ou Z9 + Fone de ouvido Bluetooth i7s,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/relogio-smart-a1-ou-z9-fone-de-ouvido-bluetooth-i7s-658150084?xtmc=celular&xtnp=10&xtcr=43,R$ 129,"Rio de Janeiro, Olaria",13:04,Ontem
IPhone 6s,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6s-658202232?xtmc=celular&xtnp=10&xtcr=44,R$ 200,"Rio de Janeiro, Irajá",15:39,Ontem
Vendo meu Samsung s4 leia,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-meu-samsung-s4-leia-658149688?xtmc=celular&xtnp=10&xtcr=45,R$ 170,"Rio de Janeiro, Inhaúma",13:03,Ontem
Motog5 plus 32gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/motog5-plus-32gb-658201815?xtmc=celular&xtnp=10&xtcr=46,R$ 450,"Rio de Janeiro, Jardim Carioca",15:38,Ontem
Motorola moto g3 16 gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/motorola-moto-g3-16-gb-658149193?xtmc=celular&xtnp=10&xtcr=47,R$ 220,"Rio de Janeiro, Engenho da Rainha",13:02,Ontem
Moto E4 Plus Bateria 5000mah,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-e4-plus-bateria-5000mah-658149178?xtmc=celular&xtnp=10&xtcr=48,R$ 400,"Rio de Janeiro, Madureira",13:02,Ontem
IPhone 6,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6-658244460?xtmc=celular&xtnp=10&xtcr=49,R$ 600,"Rio de Janeiro, Vicente de Carvalho",18:16,Ontem
"Aceito oferta - Moto G2 funcionando perfeitamente todas funções, com alguns trincados",https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/aceito-oferta-moto-g2-funcionando-perfeitamente-todas-funcoes-com-alguns-trincados-658147600?xtmc=celular&xtnp=10&xtcr=50,R$ 150,"Rio de Janeiro, Del Castilho",12:57,Ontem
Samsung j7 prime2,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-j7-prime2-658024408?xtmc=celular&xtnp=11&xtcr=1,R$ 280,"Rio de Janeiro, Madureira",23:15,30 Ago
Fone Bluetooth Blitzwolf BW Fye3,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/fone-bluetooth-blitzwolf-bw-fye3-658024340?xtmc=celular&xtnp=11&xtcr=2,R$ 180,"Rio de Janeiro, Cascadura",23:15,30 Ago
Telefone Asus GO,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/telefone-asus-go-658195102?xtmc=celular&xtnp=11&xtcr=3,R$ 230,"Rio de Janeiro, Cocotá",15:15,Ontem
"Iphone XR 128gb, lacrado, anatel, nota fical, garantia de 1 ano",https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-xr-128gb-lacrado-anatel-nota-fical-garantia-de-1-ano-658191247?xtmc=celular&xtnp=11&xtcr=4,R$ 3.950,"Rio de Janeiro, Tijuca",15:02,Ontem
Zenfone 4 max 32gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/zenfone-4-max-32gb-658190869?xtmc=celular&xtnp=11&xtcr=5,R$ 450,"Rio de Janeiro, Tijuca",15:00,Ontem
Samsung Galaxy s9 Plus Aceito Cartão,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-galaxy-s9-plus-aceito-cartao-658021325?xtmc=celular&xtnp=11&xtcr=6,R$ 1.600,"Rio de Janeiro, Bonsucesso",22:59,30 Ago
Vende- se Celular J5 Prime,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vende-se-celular-j5-prime-658190156?xtmc=celular&xtnp=11&xtcr=7,R$ 400,"Rio de Janeiro, Inhaúma",14:58,Ontem
Kit de informática 6 unidade,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/kit-de-informatica-6-unidade-658020674?xtmc=celular&xtnp=11&xtcr=8,R$ 8,"Rio de Janeiro, Jardim América",22:56,30 Ago
Controle Joystick,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/controle-joystick-658330397?xtmc=celular&xtnp=11&xtcr=9,R$ 120,"Rio de Janeiro, Vila da Penha",06:26,Hoje
IPhone 7 - 32gb - rose,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-32gb-rose-658019790?xtmc=celular&xtnp=11&xtcr=10,R$ 1.800,"Rio de Janeiro, Pilares",22:52,30 Ago
IPhone 6 64G,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6-64g-658185408?xtmc=celular&xtnp=11&xtcr=11,R$ 750,"Rio de Janeiro, Cacuia",14:44,Ontem
Moto g4 plus,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-g4-plus-658185011?xtmc=celular&xtnp=11&xtcr=12,R$ 280,"Rio de Janeiro, Quintino Bocaiúva",14:43,Ontem
Motorola moto z2 force,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/motorola-moto-z2-force-658175190?xtmc=celular&xtnp=11&xtcr=13,,"Rio de Janeiro, Jacaré",14:15,Ontem
MotoG 5,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/motog-5-658174410?xtmc=celular&xtnp=11&xtcr=14,R$ 220,"Rio de Janeiro, Méier",14:13,Ontem
S9 Plus,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/s9-plus-658011308?xtmc=celular&xtnp=11&xtcr=15,R$ 1.500,"Rio de Janeiro, São Cristóvão",22:18,30 Ago
Moto g6 plus 64gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-g6-plus-64gb-658173022?xtmc=celular&xtnp=11&xtcr=16,R$ 600,"Rio de Janeiro, Ricardo de Albuquerque",14:09,Ontem
Smartwatch alfawise Cy16 novo na caixa,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/smartwatch-alfawise-cy16-novo-na-caixa-658172935?xtmc=celular&xtnp=11&xtcr=17,R$ 290,"Rio de Janeiro, Maracanã",14:09,Ontem
Lgk9 DTV 16gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/lgk9-dtv-16gb-658172644?xtmc=celular&xtnp=11&xtcr=18,R$ 199,"Rio de Janeiro, Vila da Penha",14:08,Ontem
Note 8 128gigas,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/note-8-128gigas-658171854?xtmc=celular&xtnp=11&xtcr=19,R$ 1.700,"Rio de Janeiro, Inhaúma",14:05,Ontem
IPhone 7 Plus 32Gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-plus-32gb-658170013?xtmc=celular&xtnp=11&xtcr=20,R$ 2.100,"Rio de Janeiro, Méier",14:00,Ontem
Carregador iphone 4,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/carregador-iphone-4-658009100?xtmc=celular&xtnp=11&xtcr=21,R$ 20,"Rio de Janeiro, Engenho de Dentro",22:09,30 Ago
Samsung m30,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-m30-658008682?xtmc=celular&xtnp=11&xtcr=22,R$ 1,"Rio de Janeiro, São Cristóvão",22:08,30 Ago
